Date,Close,High,Low,Open,Volume,Price,India_10Y_Yield,India_PMI,Log_Return,EMA,MACD_Line,RSI,Sentiment_Score,Log_Return_lag1,EMA_lag1,MACD_Line_lag1,RSI_lag1,India_10Y_Yield_lag1,India_PMI_lag1,Sentiment_Score_lag1,Target_Return
2021-06-10,15737.75,15751.25,15648.5,15692.099609375,298300,15737.75,7.252052595025604,57.35858767655109,0.006527933518834105,15399.036345854089,264.09967129246434,71.99238531001892,0.04004928813331837,-0.0066772200430738555,15363.382276996623,267.0956017188746,69.1768758944453,7.47654356066215,58.32810597943632,0.016550827739447965,0.006527933518834105
2021-06-11,15799.349609375,15835.5498046875,15749.7998046875,15796.4501953125,363000,15799.349609375,7.208313209464348,59.43663597598676,0.003906490354253145,15437.161418570366,263.6566784436527,73.55715197754685,-0.00021457213865357094,0.006527933518834105,15399.036345854089,264.09967129246434,71.99238531001892,7.252052595025604,57.35858767655109,0.04004928813331837,0.003906490354253145
2021-06-14,15811.849609375,15823.0498046875,15606.5,15791.400390625,392900,15811.849609375,7.037059704435759,57.54787181762758,0.0007908589968395644,15472.846008170807,261.3021207593283,73.87610602230106,-0.08893047258576757,0.003906490354253145,15437.161418570366,263.6566784436527,73.55715197754685,7.208313209464348,59.43663597598676,-0.00021457213865357094,0.0007908589968395644
2021-06-15,15869.25,15901.599609375,15842.400390625,15866.9501953125,323300,15869.25,7.483726093519511,55.534810894998415,0.003623640223476974,15510.598769297398,261.0585284267745,75.34667341543789,0.0918329299320593,0.0007908589968395644,15472.846008170807,261.3021207593283,73.87610602230106,7.037059704435759,57.54787181762758,-0.08893047258576757,0.003623640223476974
2021-06-16,15767.5498046875,15880.849609375,15742.599609375,15847.5,340200,15767.5498046875,7.0298624991326975,55.51559555545048,-0.006429256198967984,15535.070296477408,249.77981767489837,68.0387350964716,-0.04678827460661346,0.003623640223476974,15510.598769297398,261.0585284267745,75.34667341543789,7.483726093519511,55.534810894998415,0.0918329299320593,-0.006429256198967984
2021-06-17,15691.400390625,15769.349609375,15616.75,15648.2998046875,357600,15691.400390625,7.017466753523609,59.38808866001237,-0.004841201776747716,15549.958876872417,232.022130150066,63.10343829275084,0.004181053832676834,-0.006429256198967984,15535.070296477408,249.77981767489837,68.0387350964716,7.0298624991326975,55.51559555545048,-0.04678827460661346,-0.004841201776747716
2021-06-18,15683.349609375,15761.5,15450.900390625,15756.5,640800,15683.349609375,7.342588253783306,58.2614115872862,-0.0005132013116724437,15562.662756158377,214.8230576004098,62.58655294495105,0.05199622949557925,-0.004841201776747716,15549.958876872417,232.022130150066,63.10343829275084,7.017466753523609,59.38808866001237,0.004181053832676834,-0.0005132013116724437
2021-06-21,15746.5,15765.150390625,15505.650390625,15525.849609375,351500,15746.5,7.285379458503103,56.95104098998057,0.0040185031994205474,15580.171065095674,203.9375127455478,65.00777934538314,0.024731001885123644,-0.0005132013116724437,15562.662756158377,214.8230576004098,62.58655294495105,7.342588253783306,58.2614115872862,0.05199622949557925,0.0040185031994205474
2021-06-22,15772.75,15895.75,15752.099609375,15840.5,322200,15772.75,7.132443140215233,59.114510351440885,0.0016656491552922152,15598.511916038942,195.17889483651743,65.9929568785361,0.05489135355663896,0.0040185031994205474,15580.171065095674,203.9375127455478,65.00777934538314,7.285379458503103,56.95104098998057,0.024731001885123644,0.0016656491552922152
2021-06-23,15686.9501953125,15862.9501953125,15673.9501953125,15862.7998046875,287500,15686.9501953125,7.185594869169118,57.45068194320959,-0.005454598542621072,15606.93460930309,179.24804003429745,60.04258571253161,-0.009028162502003848,0.0016656491552922152,15598.511916038942,195.17889483651743,65.9929568785361,7.132443140215233,59.114510351440885,0.05489135355663896,-0.005454598542621072
2021-06-24,15790.4501953125,15821.400390625,15702.7001953125,15737.2998046875,316700,15790.4501953125,7.494625707455452,55.83917896151696,0.006576170313444658,15624.41228416113,172.98029863615739,64.23222926742224,-0.03805268068366752,-0.005454598542621072,15606.93460930309,179.24804003429745,60.04258571253161,7.185594869169118,57.45068194320959,-0.009028162502003848,0.006576170313444658
2021-06-25,15860.349609375,15870.7998046875,15772.2998046875,15839.349609375,314600,15860.349609375,7.065716858104657,55.15450695830768,0.004416920149496724,15646.88250561007,171.67441121369666,66.76661191922355,-0.0106875244042067,0.006576170313444658,15624.41228416113,172.98029863615739,64.23222926742224,7.494625707455452,55.83917896151696,-0.03805268068366752,0.004416920149496724
2021-06-28,15814.7001953125,15915.650390625,15792.150390625,15915.349609375,255100,15814.7001953125,7.482435856079783,56.77742251351465,-0.0028823598351750412,15662.865142724588,165.05332779551463,63.59729747044628,-0.09317466921349993,0.004416920149496724,15646.88250561007,171.67441121369666,66.76661191922355,7.065716858104657,55.15450695830768,-0.0106875244042067,-0.0028823598351750412
2021-06-29,15748.4501953125,15835.900390625,15724.0498046875,15807.5,360300,15748.4501953125,7.432650142993856,57.36618922953403,-0.004197939462444536,15671.016100113911,152.70001938759196,59.20492476457042,0.046091691761046716,-0.0028823598351750412,15662.865142724588,165.05332779551463,63.59729747044628,7.482435856079783,56.77742251351465,-0.09317466921349993,-0.004197939462444536
2021-06-30,15721.5,15839.099609375,15708.75,15776.900390625,262400,15721.5,7.235087322474055,55.20167195343848,-0.0017127578361914226,15675.824090579252,139.13145711272227,57.46618880393492,-0.0906521309576701,-0.004197939462444536,15671.016100113911,152.70001938759196,59.20492476457042,7.432650142993856,57.36618922953403,0.046091691761046716,-0.0017127578361914226
2021-07-01,15680.0,15755.5498046875,15667.0498046875,15755.0498046875,224900,15680.0,7.0740605670213785,55.46091582112888,-0.0026431873739428875,15676.221796238371,123.60473217243452,54.79744446522453,-0.0687898620351074,-0.0017127578361914226,15675.824090579252,139.13145711272227,57.46618880393492,7.235087322474055,55.20167195343848,-0.0906521309576701,-0.0026431873739428875
2021-07-02,15722.2001953125,15738.349609375,15635.9501953125,15705.849609375,254800,15722.2001953125,7.49061196473742,57.94569084828187,0.0026877238189711517,15680.600691388287,113.39771559545807,56.985030981254596,-0.0433590880399394,-0.0026431873739428875,15676.221796238371,123.60473217243452,54.79744446522453,7.0740605670213785,55.46091582112888,-0.0687898620351074,0.0026877238189711517
2021-07-05,15834.349609375,15845.9501953125,15762.0498046875,15793.400390625,207000,15834.349609375,7.096271143649845,55.02465147154468,0.007107867426692256,15695.24344548226,113.05487563164024,62.2180662613402,-0.0781105275320852,0.0026877238189711517,15680.600691388287,113.39771559545807,56.985030981254596,7.49061196473742,57.94569084828187,-0.0433590880399394,0.007107867426692256
2021-07-06,15818.25,15914.2001953125,15801.0,15813.75,391400,15818.25,7.012482189999848,56.1624001138801,-0.0010172694162285671,15706.95835543633,110.2135948479463,61.06948605778056,0.0002849049731552117,0.007107867426692256,15695.24344548226,113.05487563164024,62.2180662613402,7.096271143649845,55.02465147154468,-0.0781105275320852,-0.0010172694162285671
2021-07-07,15879.650390625,15893.5498046875,15779.7001953125,15819.599609375,329300,15879.650390625,7.069317584301993,59.43310112650693,0.003874103121228537,15723.40521593049,111.62956163595845,63.813180305167116,-0.08042486812655869,-0.0010172694162285671,15706.95835543633,110.2135948479463,61.06948605778056,7.012482189999848,56.1624001138801,0.0002849049731552117,0.003874103121228537
2021-07-08,15727.900390625,15885.75,15682.900390625,15855.400390625,307900,15727.900390625,7.380378554265917,57.43858349847529,-0.009602209739377547,15723.833327806156,99.36139246262246,53.733769762428985,-0.048973796877667924,0.003874103121228537,15723.40521593049,111.62956163595845,63.813180305167116,7.069317584301993,59.43310112650693,-0.08042486812655869,-0.009602209739377547
2021-07-09,15689.7998046875,15730.849609375,15632.75,15688.25,243200,15689.7998046875,7.393905565493434,56.605160916242575,-0.0024254228908178565,15720.592039890093,85.57789246613174,51.532887252906775,0.06558907847904383,-0.009602209739377547,15723.833327806156,99.36139246262246,53.733769762428985,7.380378554265917,57.43858349847529,-0.048973796877667924,-0.0024254228908178565
2021-07-12,15692.599609375,15789.2001953125,15644.75,15766.7998046875,216300,15692.599609375,7.401536225683993,55.84780639237852,0.00017843152513541638,15717.926094126751,74.02695361243241,51.6894801377135,-0.02065872431307085,-0.0024254228908178565,15720.592039890093,85.57789246613174,51.532887252906775,7.393905565493434,56.605160916242575,0.06558907847904383,0.00017843152513541638
2021-07-13,15812.349609375,15820.7998046875,15744.599609375,15794.0,246700,15812.349609375,7.058689146064648,59.70644440920322,0.0076020168050800795,15726.91880986468,73.68616728987399,57.94765336980945,-0.05551494155363981,0.00017843152513541638,15717.926094126751,74.02695361243241,51.6894801377135,7.401536225683993,55.84780639237852,-0.02065872431307085,0.0076020168050800795
2021-07-14,15853.9501953125,15877.349609375,15764.2001953125,15808.7001953125,0,15853.9501953125,7.209266537138707,55.14753975947068,0.00262743737830436,15739.017037050186,75.89800631662001,59.89145262748101,-0.012438191362642015,0.0076020168050800795,15726.91880986468,73.68616728987399,57.94765336980945,7.058689146064648,59.70644440920322,-0.05551494155363981,0.00262743737830436
2021-07-15,15924.2001953125,15952.349609375,15855.0,15872.150390625,284900,15924.2001953125,7.260275183791902,58.37434822274054,0.0044212840314639245,15756.653528313263,82.36998269009018,63.00156509195692,0.04055261403843316,0.00262743737830436,15739.017037050186,75.89800631662001,59.89145262748101,7.209266537138707,55.14753975947068,-0.012438191362642015,0.0044212840314639245
2021-07-16,15923.400390625,15962.25,15882.599609375,15958.349609375,276300,15923.400390625,7.421819556674111,56.03156325306383,-5.022699813825734e-05,15772.534181866762,86.43812810517375,62.94172391947804,-0.09653362618106903,0.0044212840314639245,15756.653528313263,82.36998269009018,63.00156509195692,7.260275183791902,58.37434822274054,0.04055261403843316,-5.022699813825734e-05
2021-07-19,15752.400390625,15836.900390625,15707.5,15754.5,242100,15752.400390625,7.000510924715138,57.84699636242722,-0.010796990571541962,15770.616677938975,74.99934598758773,51.64667809044885,0.06404938966806317,-5.022699813825734e-05,15772.534181866762,86.43812810517375,62.94172391947804,7.421819556674111,56.03156325306383,-0.09653362618106903,-0.010796990571541962
2021-07-20,15632.099609375,15728.4501953125,15578.5498046875,15703.9501953125,274300,15632.099609375,7.250008534534923,58.00285567711274,-0.007666291987629491,15757.424576170977,55.58600028591718,45.465285753653305,-0.050366993644045024,-0.010796990571541962,15770.616677938975,74.99934598758773,51.64667809044885,7.000510924715138,57.84699636242722,0.06404938966806317,-0.007666291987629491
2021-07-22,15824.0498046875,15834.7998046875,15726.400390625,15736.599609375,265300,15824.0498046875,7.111435362744754,58.28379678781853,0.012204454864528006,15763.769836029694,55.05492165243231,54.76773032331381,0.014305829496894809,-0.007666291987629491,15757.424576170977,55.58600028591718,45.465285753653305,7.250008534534923,58.00285567711274,-0.050366993644045024,0.012204454864528006
2021-07-23,15856.0498046875,15899.7998046875,15768.400390625,15856.7998046875,294100,15856.0498046875,7.023111745484223,59.789855077168674,0.0020201963552988087,15772.558404473295,56.56413444212376,56.11178840466177,-0.021692456648733358,0.012204454864528006,15763.769836029694,55.05492165243231,54.76773032331381,7.111435362744754,58.28379678781853,0.014305829496894809,0.0020201963552988087
2021-07-26,15824.4501953125,15893.349609375,15797.0,15849.2998046875,267100,15824.4501953125,7.163339559588264,59.355382742388926,-0.001994894010794567,15777.500479791313,54.58119403442106,54.39297440097913,-0.036253778221553665,0.0020201963552988087,15772.558404473295,56.56413444212376,56.11178840466177,7.023111745484223,59.789855077168674,-0.021692456648733358,-0.001994894010794567
2021-07-27,15746.4501953125,15881.5498046875,15701.0,15860.5,311000,15746.4501953125,7.17690698434922,58.65466518877404,-0.004941269190283573,15774.54330984095,46.18337811346646,50.2973733105797,0.06819361768263618,-0.001994894010794567,15777.500479791313,54.58119403442106,54.39297440097913,7.163339559588264,59.355382742388926,-0.036253778221553665,-0.004941269190283573
2021-07-28,15709.400390625,15767.5,15513.4501953125,15761.5498046875,318600,15709.400390625,7.072216193122175,58.43271061124925,-0.0023556712745251398,15768.339222296574,36.1220464269536,48.43192766102942,0.07725584075731584,-0.004941269190283573,15774.54330984095,46.18337811346646,50.2973733105797,7.17690698434922,58.65466518877404,0.06819361768263618,-0.0023556712745251398
2021-07-29,15778.4501953125,15817.349609375,15737.7998046875,15762.7001953125,401600,15778.4501953125,7.389539167009461,59.50635778282866,0.0043858132000563635,15769.302172107615,33.33583597610232,52.00463780601458,0.002498978736023366,-0.0023556712745251398,15768.339222296574,36.1220464269536,48.43192766102942,7.072216193122175,58.43271061124925,0.07725584075731584,0.0043858132000563635
2021-07-30,15763.0498046875,15862.7998046875,15744.849609375,15800.599609375,400000,15763.0498046875,7.286751368800818,59.47420760748839,-0.000976516135808173,15768.706708543794,29.544490804053567,51.153410694672004,0.023528821562658037,0.0043858132000563635,15769.302172107615,33.33583597610232,52.00463780601458,7.389539167009461,59.50635778282866,0.002498978736023366,-0.000976516135808173
2021-08-02,15885.150390625,15892.900390625,15834.650390625,15874.900390625,244800,15885.150390625,7.0326160044803805,56.44140849962998,0.007716153904229494,15779.796583027717,35.977592002685924,57.142985339487375,-0.010274185561081478,-0.000976516135808173,15768.706708543794,29.544490804053567,51.153410694672004,7.286751368800818,59.47420760748839,0.023528821562658037,0.007716153904229494
2021-08-03,16130.75,16146.900390625,15914.349609375,15951.5498046875,341300,16130.75,7.26339484212437,55.81447314139585,0.015342653128218075,15813.220717977458,60.19976158705322,66.13746118595677,0.015624162245000364,0.007716153904229494,15779.796583027717,35.977592002685924,57.142985339487375,7.0326160044803805,56.44140849962998,-0.010274185561081478,0.015342653128218075
2021-08-04,16258.7998046875,16290.2001953125,16176.150390625,16195.25,427300,16258.7998046875,7.113094193354423,56.118871883776045,0.007906900379200192,15855.656821473653,88.70600694489804,69.70714744356619,-0.08483496647616934,0.015342653128218075,15813.220717977458,60.19976158705322,66.13746118595677,7.26339484212437,55.81447314139585,0.015624162245000364,0.007906900379200192
2021-08-05,16294.599609375,16349.4501953125,16210.2998046875,16288.9501953125,418200,16294.599609375,7.121227196163314,58.791461616836926,0.002199451962862978,15897.460896511877,112.88489006990494,70.63904282917312,-0.07586619577920298,0.007906900379200192,15855.656821473653,88.70600694489804,69.70714744356619,7.113094193354423,56.118871883776045,-0.08483496647616934,0.002199451962862978
2021-08-06,16238.2001953125,16336.75,16223.2998046875,16304.400390625,320100,16238.2001953125,7.047759676333351,57.82556544442505,-0.0034672374282357825,15929.912258302411,126.04292341847213,67.13511351820105,-0.05874034968296374,0.002199451962862978,15897.460896511877,112.88489006990494,70.63904282917312,7.121227196163314,58.791461616836926,-0.07586619577920298,-0.0034672374282357825
2021-08-09,16258.25,16320.75,16179.0498046875,16281.349609375,240500,16258.25,7.178247636335208,59.862929908659545,0.0012339690711517842,15961.182519416467,136.51495193252413,67.74759487549692,0.08289434360474748,-0.0034672374282357825,15929.912258302411,126.04292341847213,67.13511351820105,7.047759676333351,57.82556544442505,-0.05874034968296374,0.0012339690711517842
2021-08-10,16280.099609375,16359.25,16202.25,16274.7998046875,288000,16280.099609375,7.427991531904954,57.19670100114944,0.0013430068163520583,15991.555575602993,144.90679551125504,68.43790582660823,-0.06991476956359877,0.0012339690711517842,15961.182519416467,136.51495193252413,67.74759487549692,7.178247636335208,59.862929908659545,0.08289434360474748,0.0013430068163520583
2021-08-11,16282.25,16338.75,16162.5498046875,16327.2998046875,277900,16282.25,7.217947212581345,57.23611453062098,0.00013207834532344713,16019.2407588789,150.0017833733782,68.5093427506066,-0.006273171191250773,0.0013430068163520583,15991.555575602993,144.90679551125504,68.43790582660823,7.427991531904954,57.19670100114944,-0.06991476956359877,0.00013207834532344713
2021-08-12,16364.400390625,16375.5,16286.900390625,16303.650390625,280200,16364.400390625,7.179741021221018,58.828771307968296,0.005032710127087298,16052.113104759479,158.8374684619539,71.19189722916045,-0.05809642212653872,0.00013207834532344713,16019.2407588789,150.0017833733782,68.5093427506066,7.217947212581345,57.23611453062098,-0.006273171191250773,0.005032710127087298
2021-08-13,16529.099609375,16543.599609375,16376.2998046875,16385.69921875,321900,16529.099609375,7.095309120825881,56.64231037245354,0.010014172717061967,16097.540390913338,177.08829937508926,75.66722680331196,-0.09193297483702832,0.005032710127087298,16052.113104759479,158.8374684619539,71.19189722916045,7.179741021221018,58.828771307968296,-0.05809642212653872,0.010014172717061967
2021-08-16,16563.05078125,16589.400390625,16480.75,16518.400390625,254000,16563.05078125,7.090610691815332,56.8355538473424,0.0020519176533692787,16141.874713802545,192.07763873723343,76.47842084937322,0.08849005847195715,0.010014172717061967,16097.540390913338,177.08829937508926,75.66722680331196,7.095309120825881,56.64231037245354,-0.09193297483702832,0.0020519176533692787
2021-08-17,16614.599609375,16628.55078125,16495.400390625,16545.25,297400,16614.599609375,7.353335322608629,56.58026669339216,0.0031074454639570138,16186.896132428494,205.7446614071505,77.69431938835537,-0.025431780317736838,0.0020519176533692787,16141.874713802545,192.07763873723343,76.47842084937322,7.090610691815332,56.8355538473424,0.08849005847195715,0.0031074454639570138
2021-08-18,16568.849609375,16701.849609375,16535.849609375,16691.94921875,251800,16568.849609375,7.346145165285499,58.49890713490546,-0.002757400455017452,16223.272654042448,210.45820154560715,74.03640795381015,0.04707386221955373,0.0031074454639570138,16186.896132428494,205.7446614071505,77.69431938835537,7.353335322608629,56.58026669339216,-0.025431780317736838,-0.002757400455017452
2021-08-20,16450.5,16509.55078125,16376.0498046875,16382.5,350800,16450.5,7.166190971631005,56.22268322128501,-0.007168531033199722,16244.913353657454,202.31176755527486,65.45170455858184,-0.06859328488912537,-0.002757400455017452,16223.272654042448,210.45820154560715,74.03640795381015,7.346145165285499,58.49890713490546,0.04707386221955373,-0.007168531033199722
2021-08-23,16496.44921875,16592.5,16395.69921875,16592.25,275600,16496.44921875,7.497102561077568,58.973034840607966,0.002789286998064274,16268.869150332934,197.28915133715054,67.04920798751816,0.07849621125769068,-0.007168531033199722,16244.913353657454,202.31176755527486,65.45170455858184,7.166190971631005,56.22268322128501,-0.06859328488912537,0.002789286998064274
2021-08-24,16624.599609375,16647.099609375,16495.30078125,16561.400390625,275400,16624.599609375,7.250896008663754,57.33214793369088,0.007738343720985011,16302.748241670273,201.32856692736823,71.06738730239466,-0.04786219202842632,0.002789286998064274,16268.869150332934,197.28915133715054,67.04920798751816,7.497102561077568,58.973034840607966,0.07849621125769068,0.007738343720985011
2021-08-25,16634.650390625,16712.44921875,16617.5,16654.0,265900,16634.650390625,7.066321905003852,55.98953968980544,0.0006043901504665573,16334.357970142151,203.00078030229815,71.36234886134157,0.04183890579793742,0.007738343720985011,16302.748241670273,201.32856692736823,71.06738730239466,7.250896008663754,57.33214793369088,-0.04786219202842632,0.0006043901504665573
2021-08-26,16636.900390625,16683.69921875,16603.400390625,16627.94921875,253500,16636.900390625,7.349548009005248,55.171932539755375,0.00013525068417903375,16363.171533997662,202.17700696012253,71.43256168605463,0.07140429670950152,0.0006043901504665573,16334.357970142151,203.00078030229815,71.36234886134157,7.066321905003852,55.98953968980544,0.04183890579793742,0.00013525068417903375
2021-08-27,16705.19921875,16722.05078125,16565.599609375,16642.55078125,217400,16705.19921875,7.241664360683528,56.19089385365156,0.004096857993577663,16395.745599212172,204.6759285856515,73.55230058193006,0.06311578659677872,0.00013525068417903375,16363.171533997662,202.17700696012253,71.43256168605463,7.349548009005248,55.171932539755375,0.07140429670950152,0.004096857993577663
2021-08-30,16931.05078125,16951.5,16764.849609375,16775.849609375,283500,16931.05078125,7.18528656549439,59.77759693489392,0.013429259014094868,16446.727045120537,222.31793280980492,79.08023017701396,-0.059039404360157866,0.004096857993577663,16395.745599212172,204.6759285856515,73.55230058193006,7.241664360683528,56.19089385365156,0.06311578659677872,0.013429259014094868
2021-08-31,17132.19921875,17153.5,16915.849609375,16947.5,464400,17132.19921875,7.133052063617775,55.32533782445391,0.011810427696351353,16512.010109275725,249.65250739785188,82.57370696970446,0.05528725345559024,0.013429259014094868,16446.727045120537,222.31793280980492,79.08023017701396,7.18528656549439,59.77759693489392,-0.059039404360157866,0.011810427696351353
2021-09-01,17076.25,17225.75,17055.05078125,17185.599609375,301900,17076.25,7.102173136257999,55.63427855941081,-0.0032710789243950112,16565.747241725658,263.76025627853596,78.63996112153585,-0.01198020007581739,0.011810427696351353,16512.010109275725,249.65250739785188,82.57370696970446,7.133052063617775,55.32533782445391,0.05528725345559024,-0.0032710789243950112
2021-09-02,17234.150390625,17245.5,17059.69921875,17095.400390625,242400,17234.150390625,7.471783988018288,59.230943270191055,0.009204293951085803,16629.404684477977,284.40356355652693,81.34152109331322,-0.04861774344572663,-0.0032710789243950112,16565.747241725658,263.76025627853596,78.63996112153585,7.102173136257999,55.63427855941081,-0.01198020007581739,0.009204293951085803
2021-09-03,17323.599609375,17340.099609375,17212.19921875,17262.44921875,261400,17323.599609375,7.082500362939517,57.03052660561615,0.005176808010644206,16695.518486849123,304.47157886199784,82.67807579709338,-0.045117129836865555,0.009204293951085803,16629.404684477977,284.40356355652693,81.34152109331322,7.471783988018288,59.230943270191055,-0.04861774344572663,0.005176808010644206
2021-09-06,17377.80078125,17429.55078125,17345.55078125,17399.349609375,228000,17377.80078125,7.36580490068319,58.50260001594249,0.003123863322045117,16760.49775298254,321.0483615003395,83.45161601831676,0.09569908844216288,0.005176808010644206,16695.518486849123,304.47157886199784,82.67807579709338,7.082500362939517,57.03052660561615,-0.045117129836865555,0.003123863322045117
2021-09-07,17362.099609375,17436.5,17287.0,17401.55078125,243400,17362.099609375,7.14363272337047,59.76016475991087,-0.0009039273439216094,16817.793167877062,329.12468334376535,82.30499204325697,-0.05359881026361904,0.003123863322045117,16760.49775298254,321.0483615003395,83.45161601831676,7.36580490068319,58.50260001594249,0.09569908844216288,-0.0009039273439216094
2021-09-08,17353.5,17383.400390625,17254.19921875,17375.75,252700,17353.5,7.253899040800093,56.03526179326315,-0.0004954320044973781,16868.812866174485,331.01556856048046,81.64332683278565,-0.026516708495500876,-0.0009039273439216094,16817.793167877062,329.12468334376535,82.30499204325697,7.14363272337047,59.76016475991087,-0.05359881026361904,-0.0004954320044973781
2021-09-09,17369.25,17379.650390625,17302.69921875,17312.849609375,241500,17369.25,7.095325303352016,58.47872012898036,0.0009071862729865194,16916.47354558644,329.98118440194594,81.92985042525243,0.02988973353565022,-0.0004954320044973781,16868.812866174485,331.01556856048046,81.64332683278565,7.253899040800093,56.03526179326315,-0.026516708495500876,0.0009071862729865194
2021-09-13,17355.30078125,17378.349609375,17269.150390625,17363.55078125,241100,17355.30078125,7.420458993433939,57.88878890278573,-0.0008034211637875494,16958.266615649634,324.29754193412373,80.7280158314458,0.0781994245821758,0.0009071862729865194,16916.47354558644,329.98118440194594,81.92985042525243,7.095325303352016,58.47872012898036,0.02988973353565022,-0.0008034211637875494
2021-09-14,17380.0,17438.55078125,17367.05078125,17420.349609375,230400,17380.0,7.15574588356731,59.04133600519128,0.0014221395731308123,16998.43169987348,318.11915526350276,81.25241956993656,0.07452970665367029,-0.0008034211637875494,16958.266615649634,324.29754193412373,80.7280158314458,7.420458993433939,57.88878890278573,0.0781994245821758,0.0014221395731308123
2021-09-15,17519.44921875,17532.69921875,17386.900390625,17387.650390625,388200,17519.44921875,7.469791014981629,57.80852789036062,0.007991527890878581,17048.052415956958,320.7774036097326,83.91381791039224,-0.09082301554591417,0.0014221395731308123,16998.43169987348,318.11915526350276,81.25241956993656,7.15574588356731,59.04133600519128,0.07452970665367029,0.007991527890878581
2021-09-16,17629.5,17644.599609375,17510.44921875,17539.19921875,503300,17629.5,7.041480509889986,58.6871259957875,0.006261987530756848,17103.42837634201,327.9834735691984,85.64566470644189,0.03854273042550824,0.007991527890878581,17048.052415956958,320.7774036097326,83.91381791039224,7.469791014981629,57.80852789036062,-0.09082301554591417,0.006261987530756848
2021-09-17,17585.150390625,17792.94921875,17537.650390625,17709.650390625,508300,17585.150390625,7.361241591009645,55.59289940958372,-0.002518817158814708,17149.30666341658,326.35369089705637,81.82260446271289,0.08868899770144353,0.006261987530756848,17103.42837634201,327.9834735691984,85.64566470644189,7.041480509889986,58.6871259957875,0.03854273042550824,-0.002518817158814708
